Year,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People‰Ûªs Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
2004,12.667,45.507,47.639,13.381,10.9,27.65783151,14.518,18.879,13.884,,18.566,12.3,9.7,15.8,42.902,11.3,41.018,45.176,24.742,9.1,19.385,15.451,9.372,9.1,27.158,13.2,28.163,17.787,13.274,19.974,23.283,28.803,40.903,10.5,9.499468537,9.9,10.923,15.184,12.29,39.599,40.975,45.782,38.469,19.917,36.527,24.866,17.074,18.95100728,11.784,,15.18314199,11.957,9.6,8.6,28.917,,12,23.196,20.077,15.02684298,25.14246434,14.40527552,13.61673174,11.91400778,23.455,24.864,10.41977562,35.819,10.6,10.3,40.186,10.46067539,37.48660088,11,23.399,12.8,14.8,27.042,32.668,11.9,12.043,33.979,,42.411,41.683,40.765,40.182,9.6,17.479,15.7,32.35,19.918,23.223,11.77515849,7.2,30.092,41.57076066,9.1,30.048,9.4,18.54495373,22.4436845,36.04667845,35.77947707,21.852,36.18221694,,24.571,,15.2,17.309,34.396,14.5,21.3,9.8,19.485,30.844,8.693604565,18.19,38.773,21.5,26.241,29.604,,9.8,21.103,20.64597645,29.21,17.269,40.821,21.256,15.037,20.38876123,36.96722751,40.13474832,10.8,18.592,26.41288766,22.53534684,30.695,13.42241162,8.8,11.9,9.1,7.674,17.4,21.361,25,10.263,38.547,19.398,23.80658904,22.158,,20.75142622,11.849,48.613,9.7,23.271,24.01223804,13.4,19.606,,43.687,37.492,15.7,43.217,18.639,13.65566519,29.273,17.4,52.202,42.717,25.279,11.9,12.4,27.037,,14.2,12.86825635,22.004,27.07364764,32.239,22.278,22.32,27.922,12.6,32.539,9.3,42.67383689,13.16,16.006,10.4,24.444,38.1,28.18476023,11.20962621,18.636,16.331,10.1,10.4,37.432,25.70019426,24.61,38.126,38.626,10.3,34.604,42.604,21.835,10.4,46.949,10.5,40.709804,40.855,40.70720248,25.42025234,39.157,22.404,10,9,11.2,32.008,,17.4,30.487,,49.752,15.01429928,13.19287143,39.555,13.131,29.565,22.939,20.63201201,37.208,23.85833312,28.555,25.70019426,40.70720248,15.049,16.448,19.91,,41.764,47.438,9,14.9717822,15.34,14,20.89286097,18.177,22.519,,14.5,16.74,32.971,20.68415579,29.638,20,36.996,22.902,44.268,33.196
2005,12.348,44.723,47.453,12.821,10.7,27.53771096,14.001,18.735,14.244,,18.137,12.8,9.5,16.9,42.981,11.4,40.726,44.817,24.053,9.3,18.778,15.33,9.255,9.3,26.386,13.1,27.604,17.243,13.069,19.211,22.527,28.654,40.692,10.6,9.760673841,9.8,10.829,15.021,12.4,39.159,40.826,45.702,38.364,19.295,36.317,24.314,16.72,18.67420786,11.527,,15.74217958,11.821,10,8.3,28.234,,11.9,22.836,20.774,15.04980171,24.76194022,14.3943871,13.53001479,11.85222755,23.019,24.849,10.30304328,36.552,10.6,10.6,39.307,10.44542956,37.22757736,11,23.094,12.8,14.7,26.36,32.678,12,12.3,33.64,,41.956,41.52,40.518,39.859,9.8,17.438,15.6,31.454,19.426,22.664,11.69204517,8.4,29.181,41.19128844,9.563,29.638,9.7,18.40466615,22.29384466,35.68765431,35.4939657,21.765,35.78581183,11.4,24.087,,14.8,17.401,34.092,14.4,20.8,9.6,19.144,30.617,8.413292219,18.42,38.366,21.3,26.147,29.521,,8.9,20.962,20.20310504,28.811,16.579,40.213,21.363,14.493,19.96116052,36.56362468,39.75487853,11,18.576,26.07115269,22.37953245,30.469,13.41058523,8.9,11.5,9.8,7.812,17.5,21.218,,10.345,37.923,19.471,23.7655536,21.741,35,20.5904201,11.594,48.444,9.6,22.746,24.03737351,13.333,20.237,,43.243,37.325,15.3,43.046,18.164,13.66541092,29.321,17.4,51.82,42.537,24.961,11.5,12.3,26.061,,13.96,12.74816796,21.838,26.82327827,31.755,22.04,22.204,27.372,14,32.142,9.5,42.40476121,12.96,15.527,10.4,24.038,37.3,28.19164563,11.13531898,18.301,15.297,10.4,10.2,37.02,25.20264181,24.236,37.713,38.583,10.2,34.382,42.126,21.311,9.5,46.497,9.7,40.46084895,40.389,40.45845131,25.20420137,38.808,22.044,10.1,9.1,11.2,32.022,12.8,18.5,30.363,,49.325,15.04369491,13.13724959,39.321,12.87,29.742,22.968,20.19618946,36.164,23.8912818,28.547,25.20264181,40.45845131,15.161,16.494,19.521,,41.716,47.101,9,14.94545206,15.087,14,20.3894066,17.851,22.22,,14.8,16.805,32.887,20.55063239,29.51,20.9,36.491,23.073,43.823,33.764
2006,12.053,43.87,47.215,12.398,10.6,27.47727849,13.49,18.596,14.572,21.6,17.72,12.9,9.4,17.6,43.053,11.6,40.445,44.407,23.384,9.7,18.203,15.306,9.23,9.9,25.635,12.5,27.049,16.747,12.837,18.527,21.83,28.498,40.427,10.9,9.95849847,9.8,10.796,14.914,12.09,38.728,40.636,45.6,38.214,18.69,36.11,23.813,16.444,18.39027706,11.335,13.6,13.44213257,11.733,10.3,8.2,27.553,14.9,12,22.496,21.582,14.78042582,24.39024963,14.18254147,13.82681542,12.05921437,22.631,25.024,10.37998274,37.038,10.8,11,38.485,10.58200668,36.93911429,11.2,22.827,13.1,13.7,25.747,32.751,12.3,12.62,33.345,,41.501,41.381,40.264,39.493,10.2,17.441,14.8,30.562,18.982,22.188,11.88716423,9.6,28.297,40.79529415,9.33,29.235,9.9,18.15661485,22.06691773,35.35689181,35.28388438,21.624,35.39388292,,23.564,,15.3,17.52,33.854,14.5,21,9.6,18.845,30.348,8.65,19.71,37.89,23.1,26.101,29.492,,9.2,20.878,19.78737072,28.46,16.105,39.588,21.511,14.083,19.55713928,36.15597258,39.36477525,10.3,18.513,25.74755759,22.14654255,30.188,13.18989452,9.1,11.7,10.3,8.122,17.5,21.123,,10.51,37.334,19.629,23.80363757,21.343,35,20.34520735,11.379,48.191,9.3,22.16,24.14676727,13.235,21.041,,42.751,37.161,14.3,42.77,17.839,13.96509696,29.508,17.9,51.428,42.333,24.67,11.3,12.6,25.196,,14.14,12.88437484,21.77,26.51518133,31.332,21.83,22.052,26.823,12,31.734,9.8,42.10590199,12.41,15.092,10,23.701,36.7,28.00092674,11.38042342,17.975,14.258,10.4,10.4,36.611,24.68224784,23.854,37.281,38.566,10.3,34.197,41.573,20.884,10,46.062,9.58,40.19111399,39.952,40.1886298,24.91568186,38.358,21.687,10,9.4,11.7,31.957,13.7,17.3,30.178,,48.848,14.77620885,13.42978417,39.007,12.632,30.056,23.146,19.78723444,34.994,24.0073474,28.458,24.68224784,40.1886298,15.246,16.664,19.161,,41.587,46.728,9.8,14.7315187,14.856,14.3,20.98839616,17.547,21.928,,13.2,16.903,32.797,20.39924844,29.367,19.1,36.021,23.238,43.327,34.384
2007,11.788,42.944,46.92,12.118,10.1,27.46072576,13.01,18.469,14.855,,17.341,14.1,9.2,17.7,43.102,11.7,40.167,43.946,22.747,10,17.685,15.307,9.251,10.7,24.944,13.4,26.508,16.306,12.581,17.985,21.174,28.348,40.111,11.2,10.20763486,9.9,10.791,14.841,12.1,38.325,40.402,45.47,38.017,18.124,35.904,23.373,16.225,18.19953221,11.21,13.4,13.75765084,11.674,11.1,8.3,26.903,,11.7,22.182,22.424,14.73009083,24.02245627,14.17166207,14.37295482,12.34717077,22.287,25.393,10.38322749,37.25,10.9,11.8,37.726,10.66301378,36.63958629,11.1,22.613,12.8,14,25.211,32.863,12.6,12.968,33.084,,41.048,41.259,40,39.082,10.1,17.468,15.1,29.716,18.594,21.804,11.99015443,10.2,27.432,40.3815655,9.4,28.838,9.7,18.01969595,21.93032405,35.04631569,35.14926273,21.448,34.99415643,11.4,22.996,,16.2,17.663,33.681,14.6,21.1,9.7,18.566,30.021,8.63,20.79,37.33,23.4,26.05,29.503,,10,20.751,19.40526217,28.115,15.858,38.95,21.672,13.766,19.18865122,35.74548021,38.96072813,10,18.404,25.41094633,22.00370442,29.887,13.21766951,9.3,11.4,10.9,8.555,17.4,21.086,,10.704,36.769,19.787,23.88961534,20.973,35,20.20089095,11.223,47.853,9.3,21.542,24.32316838,13.1,21.958,,42.234,37.003,13.7,42.361,17.619,13.99473693,29.769,17.1,51.029,42.111,24.395,11.1,12.4,24.434,,15.15,12.9399419,21.757,26.24028893,30.96,21.64,21.828,26.307,13.8,31.313,10.2,41.77597884,11.86,14.717,9.7,23.397,35.855,27.87032085,11.5035639,17.662,13.289,10.3,11.3,36.169,24.1350534,23.458,36.835,38.553,10.3,34.065,40.941,20.525,9.4,45.616,9.22,39.89859497,39.525,39.89622751,24.70496922,37.831,21.346,10.1,9.8,11.7,31.77,11.7,17.6,29.876,,48.327,14.73024813,13.95927322,38.626,12.407,30.452,23.507,19.41090361,33.786,24.19404095,28.293,24.1350534,39.89622751,15.301,16.947,18.824,,41.371,46.308,10.2,14.73793441,14.661,14.3,22.66327004,17.245,21.642,,16.4,17.017,32.696,20.30557152,29.162,19.3,35.591,23.367,42.803,35.021
2008,11.556,41.949,46.563,11.973,10.4,27.4629957,12.581,18.355,15.08,,17.014,14,9.3,17.4,43.11,11.9,39.884,43.438,22.153,10.4,17.239,15.276,9.276,11.1,24.339,12.8,25.985,15.921,12.308,17.616,20.547,28.212,39.749,11.3,10.74505599,10,10.787,14.78,12.14,37.965,40.124,45.307,37.769,17.612,35.691,22.995,16.041,17.98166868,11.149,13.8,14.16122004,11.626,11.5,8.3,26.304,,11.8,21.896,23.226,14.70036444,23.64333596,14.13695639,14.91473134,12.71945374,21.982,25.93,10.55417881,37.184,11.3,12,37.035,10.91646735,36.31166743,11.2,22.456,12.9,13.8,24.758,32.99,12.9,13.309,32.846,,40.598,41.142,39.722,38.626,10.7,17.497,14.8,28.946,18.265,21.513,11.99642101,11.3,26.588,39.95127112,9.9,28.443,9.9,17.89210373,21.79640432,34.7191082,34.96536893,21.251,34.59425476,,22.39,,16.7,17.823,33.558,15.2,21.5,9.8,18.291,29.624,8.7,22.75,36.678,23.9,25.947,29.54,,9.4,20.509,19.05564767,27.743,15.825,38.309,21.816,13.505,18.85424685,35.33456764,38.54440693,9.9,18.252,25.06404022,21.86107012,29.59,13.27726888,9.9,11.5,11.2,9.06,17.2,21.105,,10.878,36.222,19.865,24.00514176,20.635,,20.05900527,11.131,47.434,9.8,20.925,24.53333472,12.93,22.916,,41.713,36.845,13.2,41.807,17.461,13.73371709,30.041,16.5,50.625,41.874,24.125,11.2,12.7,23.767,,15.1,12.90860368,21.757,25.94686164,30.631,21.46,21.512,25.841,14.5,30.876,10.9,41.41429246,11.79,14.411,9.9,23.1,33.903,27.56101696,11.53056694,17.365,12.449,10.8,12,35.678,23.56744197,23.043,36.382,38.519,10.2,33.99,40.236,20.207,11,45.146,9.4,39.58051928,39.096,39.57821785,24.44447841,37.251,21.032,10.7,10.8,11.9,31.442,13,17.8,29.43,,47.772,14.70403845,14.51540396,38.193,12.188,30.873,24.047,19.06562359,32.627,24.42735839,28.063,23.56744197,39.57821785,15.32,17.316,18.505,,41.071,45.834,11,14.76471674,14.51,14,23.66417973,16.929,21.36,,15.8,17.129,32.578,20.19486935,28.867,19,35.201,23.433,42.272,35.624
2009,11.361,40.903,46.143,11.945,9.9,27.49599971,12.208,18.252,15.233,,16.749,13.9,9.2,17,43.057,11.8,39.59,42.89,21.605,10.9,16.863,15.19,9.284,11.4,23.827,12.5,25.486,15.595,12.026,17.412,19.949,28.079,39.346,11.3,10.78255086,10.1,10.771,14.712,12.13,37.655,39.797,45.105,37.468,17.162,35.464,22.667,15.877,17.76841526,11.14,13,14.58213511,11.577,11.3,8.1,25.756,,11.4,21.636,23.932,14.63703749,23.24881553,14.05763184,15.0328237,12.67491755,21.712,26.584,10.34271587,36.84,10.6,11.8,36.414,10.75274048,35.98292834,11.3,22.353,12.8,12.6,24.388,33.11,12.7,13.615,32.619,,40.153,41.02,39.421,38.132,10.6,17.512,15.9,28.269,17.998,21.309,11.73667239,11.8,25.777,39.5063202,10.1,28.048,9.6,17.70489893,21.609971,34.36757179,34.69673653,21.034,34.20053173,,21.755,,16.7,17.986,33.464,15.8,21.5,9.6,18.016,29.145,8.5,22.14,35.942,25.2,25.767,29.581,,9,20.129,18.7396724,27.329,15.982,37.674,21.912,13.28,18.55114709,34.92403898,38.12045372,11.4,18.061,24.68757143,21.67234147,29.306,13.25157948,10.2,11.3,10.3,9.591,17,21.158,,11.003,35.697,19.812,24.14009024,20.327,,19.86841944,11.099,46.939,9.8,20.33,24.77794719,12.729,23.843,,41.203,36.683,12.3,41.111,17.345,13.28250635,30.28,16.7,50.217,41.62,23.849,11.2,12.8,23.189,,14.53,12.64107677,21.737,25.61492782,30.339,21.285,21.103,25.422,13.3,30.431,10.9,41.02037584,11.72,14.179,9.4,22.799,33.754,27.45746625,11.27576131,17.079,11.767,10.9,12.3,35.137,22.98724651,22.599,35.927,38.446,9.9,33.962,39.473,19.918,10.66666667,44.656,9.6,39.23445153,38.66,39.23226979,24.17271751,36.636,20.746,11.4,10.7,12,30.972,12.5,18.1,28.842,,47.194,14.64282983,14.62546833,37.717,11.971,31.276,24.712,18.75228878,31.574,24.67549567,27.77,22.98724651,39.23226979,15.291,17.734,18.203,,40.693,45.299,11.1,14.72775531,14.402,13.5,23.39916664,16.597,21.078,,15.3,17.221,32.437,20.00208347,28.476,18.8,34.834,23.417,41.738,36.134
2010,11.214,39.829,45.656,12.001,9.8,27.51343535,11.888,18.154,15.304,18.7,16.547,13.7,9.4,18.3,42.919,11.9,39.278,42.314,21.107,10.2,16.547,15.045,9.256,11.4,23.402,11.8,25.008,15.327,11.748,17.329,19.397,27.934,38.905,11.1,10.54420078,10.3,10.73,14.613,11.9,37.395,39.42,44.855,37.109,16.779,35.209,22.37,15.719,17.51170099,11.16,13.6,14.78733081,11.517,11.2,8.3,25.255,13.16346398,11.4,21.398,24.504,14.42273221,22.85169176,13.86651699,15.05991273,12.7046026,21.471,27.266,10.35785545,36.25,10.4,11.9,35.861,10.75194273,35.63604309,11.4,22.292,12.9,13.2,24.098,33.206,12.9,13.861,32.385,,39.713,40.881,39.089,37.604,10.3,17.501,15.3,27.688,17.784,21.176,11.60019983,12.6,25.02,39.04826399,9.8,27.651,9,17.44230235,21.36313061,34.00353014,34.37940977,20.795,33.81240033,,21.114,,16.5,18.154,33.349,15.4,21.8,9.5,17.742,28.564,8.5,22.53,35.128,26.8,25.502,29.605,,9.4,19.61,18.45464552,26.875,16.281,37.053,21.928,13.08,18.27458358,34.51548733,37.69371156,9.1,17.838,24.29793512,21.42347831,29.042,13.09567303,9.9,11.6,9.4,10.1,16.8,21.21,,11.062,35.204,19.585,24.26481234,20.042,,19.61299277,11.114,46.379,9.4,19.782,25.00116664,12.513,24.665,,40.715,36.502,12,40.292,17.258,12.81162442,30.448,16.7,49.802,41.341,23.558,11.1,12.6,22.692,,14.68,12.50847107,21.676,25.3277311,30.082,21.102,20.621,25.024,11.9,29.985,10.9,40.59189929,11.3,14.021,9.6,22.492,33.564,27.37412703,11.14649962,16.801,11.25,10.5,12.5,34.576,22.41298479,22.123,35.475,38.306,9.3,33.965,38.675,19.654,10.33333333,44.162,9.4,38.85900209,38.219,38.85672341,23.91100172,36.003,20.485,11.2,10.9,12.3,30.39,13.1,16.8,28.145,,46.603,14.42766544,14.64993876,37.207,11.757,31.627,25.405,18.46797374,30.694,24.9026223,27.421,22.41298479,38.85672341,15.206,18.149,17.918,,40.249,44.693,10.8,14.57358135,14.332,13,22.7,16.252,20.786,,14.8,17.282,32.262,19.78094402,28.001,18.5,34.472,23.305,41.194,36.464
2011,11.123,38.75,45.102,12.1,,27.48486731,11.616,18.055,15.297,,16.396,13.6,9.3,19.2,42.682,11.7,38.945,41.721,20.657,9.6,16.271,14.855,9.188,11.5,23.044,10.4,24.548,15.11,11.489,17.294,18.913,27.754,38.431,11,9.973222786,10.2,10.657,14.463,11.93,37.18,38.992,44.549,36.684,16.458,34.915,22.084,15.554,17.34622407,11.179,13.1,14.47269635,11.441,10.4,8.3,24.787,,10.6,21.178,24.934,14.38174899,22.45447159,13.83565814,15.00893883,12.55268811,21.253,27.871,10.16384982,35.476,10.1,11.1,35.369,10.47932677,35.26971666,11.1,22.259,12.7,12,23.871,33.265,12.8,14.036,32.127,,39.278,40.716,38.714,37.049,9.6,17.461,14.4,27.197,17.611,21.088,11.41074914,13.5,24.336,38.57886687,9.6,27.248,8.8,17.25141195,21.1659771,33.62505301,34.02208594,20.526,33.42280846,,20.495,,16.2,18.335,33.152,14.1,21.4,9.2,17.478,27.862,8.3,22.51,34.249,27.1,25.166,29.592,,9.4,18.972,18.19726959,26.399,16.662,36.451,21.837,12.901,18.02388642,34.10992162,37.26890499,10.9,17.594,23.91256055,21.22965997,28.797,13.07384887,10,10.9,9.1,10.544,16.6,21.214,,11.049,34.753,19.168,24.33338725,19.766,29.02832074,19.42022356,11.156,45.769,10,19.301,25.1688901,12.305,25.318,,40.254,36.288,11.7,39.383,17.19,12.53084371,30.52,16.2,49.374,41.025,23.249,10.8,12.2,22.262,,14,12.28125734,21.57,25.03692354,29.86,20.902,20.109,24.602,11.8,29.546,10.2,40.12703911,11.1,13.933,9.2,22.189,33.291,27.35583538,10.96098028,16.53,10.884,9.7,12.6,34.038,21.86600039,21.613,35.027,38.077,9.5,33.974,37.872,19.418,10,43.688,9.1,38.4514262,37.776,38.44948248,23.6969914,35.363,20.243,11.3,10.7,11.8,29.747,12.9,18.6,27.398,,46.01,14.38738815,14.54385614,36.673,11.548,31.906,26.005,18.20935456,30.041,25.07472754,27.027,21.86600039,38.44948248,15.059,18.506,17.651,,39.763,44.007,11,14.5490687,14.291,12.7,21.5,15.907,20.474,,13.8,17.316,32.048,19.59921936,27.464,18.3,34.091,23.097,40.62,36.526
2012,11.09,37.69,44.493,12.197,9.5,27.38929829,11.377,17.949,15.232,,16.272,13.7,9.4,18.8,42.35,11.5,38.591,41.127,20.245,9.5,16.005,14.659,9.087,12.2,22.717,10,24.1,14.93,11.259,17.221,18.514,27.524,37.933,11,9.976633197,10.3,10.557,14.258,12.1,36.991,38.522,44.186,36.198,16.186,34.578,21.792,15.381,17.1386804,11.168,13.4,13.63053239,11.353,10.3,8.4,24.331,,10.4,20.969,25.246,14.42897914,22.07927264,13.8939707,15.30247136,12.62596076,21.049,28.308,10.0002664,34.616,9.7,10.6,34.916,10.38071676,34.88771963,11,22.23,12.6,12.9,23.686,33.281,12.8,14.142,31.834,,38.848,40.522,38.298,36.476,9.1,17.398,13.9,26.766,17.459,21.011,11.35407913,12.8,23.737,38.10099996,9.8,26.839,9.1,17.13865465,21.03000006,33.26302556,33.69635493,20.225,33.0419741,,19.923,,15.6,18.533,32.834,14.1,21.6,9,17.233,27.05,8.2,22.7,33.333,27.6,24.797,29.531,,9.6,18.265,17.95788205,25.932,17.049,35.872,21.638,12.747,17.78682407,33.70771456,36.84838606,9.7,17.343,23.54830712,21.09327752,28.559,13.19522846,10.2,11.3,9.8,10.904,16.3,21.139,,10.984,34.348,18.603,24.35022339,19.488,,19.29240915,11.2,45.129,9.8,18.889,25.25889111,12.125,25.776,,39.816,36.032,11.5,38.436,17.142,12.4402102,30.499,16.9,48.929,40.668,22.924,10.5,12,21.879,,13.87,12.18335251,21.424,24.77759463,29.667,20.678,19.617,24.12,15.3,29.123,10.1,39.63110201,10.6,13.895,8.5,21.904,32.921,27.27302237,10.91490806,16.263,10.614,10,13.3,33.563,21.36366892,21.078,34.586,37.757,10.1,33.959,37.092,19.213,9.7,43.254,9.3,38.0156977,37.34,38.01382953,23.4678132,34.726,20.009,10.3,10.7,11.9,29.111,12,18.6,26.67,,45.42,14.43571104,14.80537456,36.125,11.351,32.109,26.412,17.96725535,29.606,25.16946874,26.606,21.36366892,38.01382953,14.858,18.763,17.402,,39.262,43.248,11.4,14.64267568,14.263,12.6,21,15.578,20.137,,13.1,17.331,31.794,19.48543761,26.909,18,33.68,22.815,40.002,36.292
2013,11.111,36.67,43.847,12.257,,27.21144472,11.159,17.831,15.125,,16.152,13.3,9.4,18.3,41.933,11.3,38.219,40.543,19.862,9.2,15.727,14.485,8.963,12.5,22.395,10.4,23.661,14.772,11.067,17.052,18.201,27.231,37.427,10.8,9.63832193,10.2,10.438,14.002,12.08,36.812,38.02,43.771,35.663,15.945,34.199,21.477,15.194,16.93437033,11.108,12.7,12.53578478,11.255,10.2,8.5,23.871,,10,20.761,25.451,14.3410495,21.73999028,13.7597776,15.29153855,12.44832186,20.848,28.518,9.736224682,33.753,9.1,10.3,34.483,10.04622993,34.49106291,10.7,22.185,12.4,13,23.521,33.242,12.1,14.186,31.5,,38.422,40.295,37.841,35.899,8.6,17.315,14.5,26.369,17.311,20.918,11.03386383,8,23.223,37.61908679,9.4,26.423,9,16.93246843,20.8310353,32.93658292,33.47213873,19.893,32.66299761,,19.416,,14.9,18.739,32.378,13.4,21.3,8.5,17.012,26.157,8.2,22.73,32.415,27.2,24.422,29.413,,8.6,17.537,17.72819365,25.496,17.38,35.316,21.336,12.618,17.55722239,33.3099431,36.43259446,9.2,17.093,23.20672944,20.89607977,28.318,13.13146466,10.1,11.3,10.2,11.165,16,20.964,,10.886,33.989,17.939,24.27755925,19.198,,19.09730721,11.224,44.482,9.5,18.544,25.25258146,11.987,26.026,,39.396,35.729,10.9,37.506,17.106,12.2398012,30.391,16.6,48.466,40.267,22.585,10.2,11.6,21.523,,13.2,11.92170395,21.24,24.50157812,29.491,20.429,19.185,23.562,13,28.721,9.7,39.11230406,10.1,13.888,7.9,21.646,32.45,27.16628636,10.62017526,15.998,10.396,9.4,13.2,33.173,20.91638028,20.528,34.152,37.352,9.3,33.895,36.356,19.036,9.4,42.877,9.2,37.55762038,36.918,37.55569771,23.22972308,34.103,19.775,10.1,10.2,11.8,28.53,14,17.4,26.01,,44.841,14.3467306,14.7608768,35.574,11.169,32.228,26.558,17.73386254,29.363,25.16807722,26.178,20.91638028,37.55569771,14.611,18.892,17.166,,38.77,42.428,11.1,14.57528381,14.233,12.4,22.5,15.278,19.775,,13.1,17.333,31.502,19.27753004,26.372,17.7,33.229,22.483,39.339,35.768
